ID,SMILE
ID0013764,Cc1cc(CC(N)C(=O)O)ccc1O>>Cc1cc(CC(N)C(=O)O)cc(O)c1O
ID0013765,NC(=O)CCC(N)C(=O)O>>NC(=O)CCC(N)C(=O)O
ID0013766,CC1=CC=C([C@]2(C)CCCC2(C)C)CC1>>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
ID0013767,O=P(O)(O)OC[C@H]1O[C@H](OC2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O>>*NC(Cc1cncn1P(=O)(O)O)C(*)=O
ID0013768,C[C@H](CCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C>>C[C@H](CCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@H]1CC[C@H]2C3=CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
ID0013769,O=C(O)C(=O)C=C1CC[C@@H](O)[C@@H]2O[C@H]12>>O=C(O)C(=O)C=C1C=C[C@@H](O)CC1
ID0013770,Nc1nc(=O)c2ncn([C@H]3C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O3)c2[nH]1>>Nc1nc(=O)c2ncn([C@H]3C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O3)c2[nH]1
ID0013771,O=C(C=Cc1ccc(O)c(O)c1)c1c(O)cc(O)cc1O>>O=C(C=Cc1ccc(O)c(O)c1)c1c(O)cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1O
ID0013772,CCCCCCCCCCC[C@@H](O)CC(=O)N[C@H]1[C@H](OC[C@H]2O[C@H](OP(=O)(O)O)[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)O[C@H](CO)[C@@H](OP(=O)(O)O)[C@@H]1OC(=O)C[C@H](O)CCCCCCCCCCC>>CCCCCCCCCCC[C@@H](O)CC(=O)N[C@H]1[C@@H](OP(=O)(O)O)O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](OP(=O)(O)O)[C@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@H]2NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](O)[C@@H]1O
ID0013773,NC(Cc1c[nH]c2ccccc12)C(=O)O>>CC(C)=CCc1cccc2[nH]cc(CC(N)C(=O)O)c12
ID0013774,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)(O)OP(=O)(O)O>>C=C(C)CCOP(=O)(O)OP(=O)(O)O
ID0013775,CC1C(=O)C[C@]2(C(C)C)C[C@H]12>>CC(C)[C@@]12C[C@@H]1[C@H](C)[C@@H](O)C2
ID0013776,NC1=NC(C(N)C(=O)O)CCN1>>N=C(N)NCCC(O)C(N)C(=O)O
ID0013777,O=P(O)(O)O[C@H]1OC(CO)C(O)C(O)C1O>>O=P(O)(O)OCC1O[C@H](O)C(O)C(O)C1O
ID0013778,CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O>>CC1(C)[C@@H]2CC[C@@](C)(C2)[C@@H]1O
ID0013779,Nc1nc(=O)c2[nH]c(=O)n([C@H]3C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O3)c2[nH]1>>Nc1nc(=O)c2[nH]c(=O)n([C@H]3C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O3)c2[nH]1
ID0013780,N=C(N)NCCCC(N)C(=O)O>>N=C(NCCCC(N)C(=O)O)N[C@H]1O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
ID0013781,O=c1ccn(C2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1>>*O[C@@H]1CO[C@@H](*)[C@H](O)[C@H]1O
ID0013782,CC(C)=CCC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@]12C>>CC(C)=CCC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@@H](O)C[C@]12C
ID0013783,*C(=O)OC[C@H](COP(=O)(O)OP(=O)(O)O)OC(*)=O>>*C(=O)NCCOP(=O)(O)OC[C@@H](COC(*)=O)OC(*)=O
ID0013784,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCS>>CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
ID0013785,COC(=O)c1c(O)cc2cc3c(c(O)c2c1C)C(=O)[C@]1(O)C(=O)C=C(OC)[C@@H](O)[C@]1(O)C3=O>>COC(=O)c1c(O)cc2cc3c(c(O)c2c1C)C(=O)c1c(O)cc(OC)cc1C3=O
ID0013786,CC(CCC(=O)O)C1CCC2C3C(CC(=O)C12C)C1(C)CC[C@@H](O)C[C@H]1C[C@H]3O>>C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
ID0013787,CN1C2CCC1CC(O)C2>>CN1C2CCC1CC(OC(=O)C(O)Cc1ccccc1)C2
ID0013788,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O>>CCCCC/C=C\C/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
ID0013789,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O>>OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
ID0013790,O=C(O)c1cc(O)c(O)c(O)c1>>O=C(O)c1ccc(O)c(O)c1
ID0013791,CCCCCC(=O)c1c(O)cc2cc3cc(O)cc(O)c3c(O)c2c1O>>CCCCCC(=O)c1c(O)cc2c(c1O)C(=O)c1c(O)cc(O)cc1C2=O
ID0013792,O=S(=O)(O)c1ccccc1/N=N/c1ccccc1S(=O)(=O)O>>Nc1c(S(=O)(=O)O)cc(Nc2ccc(S(=O)(=O)O)c(Nc3nc(Cl)nc(Nc4cccc(S(=O)(=O)O)c4)n3)c2)c2c1C(=O)c1ccccc1C2=O
ID0013793,Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1>>COc1cc(C=Cc2ccc(O)cc2)cc(OC)c1
ID0013794,C=C1C[C@]23C[C@H]1CC[C@H]2[C@@]12CC[C@H](O)[C@](C)(C(=O)O1)[C@H]2C3C(=O)O>>C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12CC[C@H](O)[C@](C)(C(=O)O1)[C@H]2C3C(=O)O
ID0013795,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C[C@@H](O)CC2(C)C)C(C)(C)C[C@H](O)C1>>CC(/C=C/C=C(C)/C=C/[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C
ID0013796,O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1>>CC1OC(OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)C(=O)C(O)C1O
ID0013797,c1ccc2c(c1)OC1c3ccccc3OCC21>>Oc1ccccc1C1COc2ccccc2[C@@H]1O
ID0013798,NC(Cc1c[nH]c2ccccc12)C(=O)O>>Cc1[nH]c2ccccc2c1CC(N)C(=O)O
ID0013799,O=P(O)(O)OC[C@H]1OC(O)[C@H](O)[C@@H]1O>>O=C(C(O)C(O)CO)C(O)C(O)COP(=O)(O)O
ID0013800,Cc1cc(O)c2c(c1)=C[C@@H](O)C1C(=O)c3c(O[C@H]4C[C@@H](O)[C@H](O[C@H]5C[C@@H](O[C@H]6CC[C@H](O[C@H]7C[C@@H](O)[C@H](O[C@H]8C[C@@H](O)[C@H](O)[C@@H](C)O8)[C@@H](C)O7)[C@H](C)O6)[C@H](O)[C@@H](C)O5)[C@@H](C)O4)ccc(O)c3C(=O)C=21>>Cc1cc(O)c2c(c1)=C[C@@H](O)C1C(=O)c3c(O[C@H]4C[C@@H](O)[C@H](O[C@H]5C[C@@H](O[C@H]6CC[C@H](O[C@H]7C[C@@H](O)[C@H](O[C@H]8C[C@@H](O[C@H]9CC[C@H](O)[C@H](C)O9)[C@H](O)[C@@H](C)O8)[C@@H](C)O7)[C@H](C)O6)[C@H](O)[C@@H](C)O5)[C@@H](C)O4)ccc(O)c3C(=O)C=21
ID0013801,*C/C=C/C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O>>*C[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
ID0013802,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O>>NC[C@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O
ID0013803,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)O2)c(=O)[nH]c1=O>>Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@@H](C)[C@@H](O)[C@@H](O)[C@H]3O)O2)c(=O)[nH]c1=O
ID0013804,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2O)OCO3)CCN1C>>COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C
ID0013805,O=C(O)CCC[C@@](O)(CC(=O)O)C(=O)O>>O=C(O)CCCC(C(=O)O)C(O)C(=O)O
ID0013806,O=C(O)c1ccc(C(=O)O)cc1>>O=C(O)C1=C[C@H](O)[C@@](O)(C(=O)O)C=C1
ID0013807,O=P(O)(O)OC[C@H]1OC[C@H](N[C@H]2C=C(CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O>>*[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O[C@@H]2C=C(CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O
ID0013808,C=C(CC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)[C@@H](C)[C@@H]1CC3)C(C)C>>C=C(CC[C@@H](C)[C@H]1CC=C2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)[C@@H](C)[C@@H]1CC3)C(C)C
ID0013809,C=CC(C)(O)CCC=C(C)C>>C=CC(C)(O)CC/C=C(\C)C=O
ID0013810,CC(NC(=O)C1CCCN1C(=O)CN)C(=O)O>>NCC(=O)N1CCCC1C(=O)O
ID0013811,O=C(O)C1CCCN1>>O=C(O)C1C[C@@H](O)CN1C(=O)C1CCCN1
ID0013812,CC(C)[C@H](C)C[C@H](O)[C@@H](C)[C@H]1CCC2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C>>CC(C)[C@H](C)C[C@H](O)[C@@H](C)[C@H]1CCC2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
ID0013813,NCCCC(=O)O>>CNCCCC(=O)O
ID0013814,*SC(=O)CC(*)(O)CC(=O)O>>*SC(=O)C=C(*)CC(=O)O
ID0013815,CC(C(=O)O)C(=O)NC(N)=O>>CC(C(=O)O)C(=O)O
ID0013816,CC(C)C(NO)C(=O)O>>CC(C)C(C(=O)O)N(O)O
ID0013817,O=C(O)CCC(=O)C(=O)O>>Nc1ncnc2[nH]cnc12
ID0013818,NCCCCC(N)C(=O)O>>NCCCCCN
ID0013819,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O>>CCCCC[C@@H](/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H]2C[C@H]1OO2)OO
ID0013820,Oc1cc(O)c2cc(O)c(-c3ccc(O)c(O)c3)[o+]c2c1>>OC[C@H]1O[C@@H](Oc2cc(O)cc3[o+]c(-c4ccc(O)c(O)c4)c(O)cc23)[C@H](O)[C@@H](O)[C@@H]1O
ID0013821,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O>>C=C(C)[C@H]1CC[C@]2(C)[C@@H]1CC[C@]1(C)C/C=C(\C)CC/C=C(\C)CC[C@H]12
ID0013822,CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O>>CC1=CCC(C(C)C)=CC1
ID0013823,CC(C)[C@H](C)C[C@H](O)[C@@H](C)[C@H]1CCC2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C>>CC(C)[C@H](C)C[C@H](O)[C@@H](C)[C@H]1CCC2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
ID0013824,O=C(O)C=Cc1ccc(O)cc1>>O=C(O)CCc1ccc(O)cc1
ID0013825,C/C(=C\COP(=O)(O)OP(=O)(O)O)CC[C@@]1(O)C(C)CC[C@H]2C(C)(C)CCC[C@@]21C>>C=CC1(C)CC[C@@]2(O1)[C@H](C)CC[C@H]1C(C)(C)CCC[C@@]12C
ID0013826,O=C(O)c1ccc(Cl)cc1>>O=C(O)c1ccc(O)cc1
ID0013827,CCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O>>CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCS
ID0013828,Cc1cc(O)c2c(c1)=C[C@@H](O)C1C(=O)c3c(O)cccc3C(=O)C=21>>Cc1cc(O)c2c(c1)=C[C@@H](O)C1C(=O)c3c(O[C@H]4C[C@@H](O)[C@H](O)[C@@H](C)O4)cccc3C(=O)C=21
ID0013829,C=C[C@H]1[C@H](O)OC=C(C(=O)OC)[C@H]1C[C@@H]1NCCc2cc(OC)c(O)cc21>>C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1C[C@@H]1NCCc2cc(OC)c(O)cc21
ID0013830,CC(=O)CC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O>>C[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
ID0013831,O=C(O)C(Cc1ccc(O)cc1)NO>>O=C(O)C(Cc1ccc(O)cc1)N(O)O
ID0013832,O=c1[nH]cc(F)c(=O)[nH]1>>O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1F
ID0013833,NC(Cc1c[nH]c2ccccc12)C(=O)O>>O=C(O)C(=O)Cc1c[nH]c2ccccc12
ID0013834,CC1(C)S[C@@H]2C(NC(=O)CCCC(N)C(=O)O)C(=O)N2C1C(=O)O>>NC(CCCC(=O)NC1C(=O)N2C(C(=O)O)=C(CO)CS[C@H]12)C(=O)O
ID0013835,C1=C[C@@H]2O[C@@H]2c2ccccc21>>NC(CCC(=O)NC(CS[C@@H]1C=Cc2ccccc2[C@H]1O)C(=O)NCC(=O)O)C(=O)O
ID0013836,O=C(O)CC(O)(C[PH](=O)O)C(=O)O>>O=C(O)C/C(=C/[PH](=O)O)C(=O)O
ID0013837,*[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OC2OC(C)C(=O)C(O)C2O)[C@@H](O)[C@H]1O>>*[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O[C@@H]2CC(=O)C(=O)C(C)O2)[C@@H](O)[C@H]1O
ID0013838,CC(=O)Nc1ccccc1>>Nc1ccccc1
ID0013839,CC/C=C\C/C=C\C/C=C\CCCCCCC(OO)C(=O)O>>CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O
ID0013840,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CC12C=CC=CC1O2>>CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)Cc1ccccc1
ID0013841,Cc1c2c(c(O)c3c(O)cccc13)C(=O)[C@]1(O)C(=O)C(C(N)=O)C(=O)C(=O)C1C2>>Cc1c2c(c(O)c3c(O)cccc13)C(=O)[C@]1(O)C(=O)C(C(N)=O)C(=O)C(N)C1C2
ID0013842,C=C(C/C=C(/C)C=O)C(C)C>>C=C(C/C=C(/C)C(=O)O)C(C)C
ID0013843,CC(=N)C(=O)O>>*[S+]([O-])CC(N)C(=O)O
ID0013844,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H]4O[C@@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C>>CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H](O)[C@@]4(O)C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
ID0013845,OC1C(Cl)=CC=C(Cl)C1O>>Clc1ccc(Cl)cc1
ID0013846,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C>>CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
ID0013847,COc1cc(C)c2ccc(O)c(C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3OP(=O)(O)O)c2c1>>COc1cc(C)c2ccc(O)c(C(=O)O)c2c1
ID0013848,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)C=Cc1ccc(O)c(O)c1>>O=C(C=Cc1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O
ID0013849,*C(N)C(=O)O>>*C(NC(=O)C(N)CCCN=C(N)N)C(=O)O
ID0013850,O=C(O)c1ccccc1>>O=C(O)c1cccc(O)c1
ID0013851,CC(C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)C(O)C(=O)O>>CCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
ID0013852,*NC(=O)CCCC[C@@H](S)CCSC(C)=O>>CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
ID0013853,CC1(C)CC[C@]2(C)CC[C@]3(C)C(=C2C1)CC[C@@H]1[C@@]2(C)CC[C@H](O)C(C)(C)[C@@H]2CC[C@]13C>>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C
ID0013854,O=C(CO)COP(=O)(O)O>>O=P(O)(O)OC[C@H](O)CO
ID0013855,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]c1=O>>Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O
ID0013856,OCc1ccc2ccc(O)c(O)c2c1>>OCc1ccc2c(c1)[C@@H](O)[C@@H](O)C=C2
ID0013857,O=CCC(=O)O>>O=C(O)CCO
ID0013858,O=C(C(O)CO)C(O)COP(=O)(O)O>>CC(=O)C(O)COP(=O)(O)O
ID0013859,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O>>CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
ID0013860,O=C(O)c1cc2ccccc2cc1O>>O=C(O)/C=c1/cccc/c1=C\C(=O)C(=O)O
ID0013861,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)C[C@@](C)(O)C(=O)O>>CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
ID0013862,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)C1C(O)CCCC1O>>CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)C1=CCCCC1O
ID0013863,NC1CCCCNC1=O>>NCCCCC(N)C(=O)O
ID0013864,CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O>>CC(=O)NC(C(=O)O)[C@@H](O)[C@H](O)[C@H](O)CO
ID0013865,*SC(=O)C[C@@H](*)O>>*SC(=O)CC(C)=O
ID0013866,CC[C@@]12CC(C(=O)OC)C3=Nc4cc(OC)ccc4[C@@]34CCN(CC3OC31)[C@@H]24>>CC[C@]12C=CCN3CC[C@]4(C(=Nc5ccccc54)C(C(=O)OC)C1)[C@@H]32
ID0013867,O=C(CO)C(O)COP(=O)(O)O>>O=P(O)(O)OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O
ID0013868,CC12CCCC1C1CCC3C(C(=O)O)[C@@H](O)CCC3(C)C1CC2>>CC12CCCC1C1CCC3CC(=O)CCC3(C)C1CC2
ID0013869,O=C(O)/C=C\C(=O)CC(=O)O>>O=C(O)CC(=O)/C=C(/Br)C(=O)O
ID0013870,*CC(=O)O[C@H](C*)CC(=O)NC(CCCNC)C(=O)O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O
ID0013871,N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O>>N[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(C=O)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O
ID0013872,CCCCCCCC/C=C\CCCCCCCC(N)=O>>CCCCCCCC/C=C\CCCCCCCC(=O)O
ID0013873,CC(C)=CCC/C(C)=C/CC/C(C)=C/[C@@H]1[C@@H](COP(=O)(O)OP(=O)(O)O)[C@]1(C)CC/C=C(\C)CCC=C(C)C>>C=CC(C)(/C=C/[C@H](C)CC/C=C(\C)CCC=C(C)C)CC/C=C(\C)CCC=C(C)C
ID0013874,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H]2C[C@H]1OO2>>CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O
ID0013875,CC(=O)C(=O)C(O)COP(=O)(O)O>>CC(=O)C(=O)C(O)CO
ID0013876,C=C1CC[C@]23C[C@@H]1C[C@@H]2CC[C@H]1C(C)(C)CCC[C@@]13C>>C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@@H]1CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
